venta_id,ticket_id,fecha,cliente_id,tienda_id,producto_id,cantidad,precio_unitario,descuento,total_linea
4986,1414,2024-12-20,19,5,SKU0029,1,6200,0.15,5270.0
4987,1414,2024-12-20,19,5,SKU0010,2,8600,0.1,15480.0
4988,1414,2024-12-20,19,5,SKU0004,5,9000,0.0,45000.0
4989,1415,2025-12-11,45,5,SKU0009,2,3650,0.05,6935.0
4990,1415,2025-12-11,45,5,SKU0042,4,10800,0.05,41040.0
4991,1416,2025-01-11,50,3,SKU0010,4,9300,0.0,37200.0
4992,1417,2026-06-16,3,5,SKU0033,3,3600,0.1,9720.0
4993,1417,2026-06-16,3,5,SKU0005,3,9050,0.0,27150.0
4994,1417,2026-06-16,3,5,SKU0032,4,3600,0.0,14400.0
4995,1418,2026-05-12,23,2,SKU0020,4,2650,0.0,10600.0
4996,1418,2026-05-12,23,2,SKU0011,1,5000,0.0,5000.0
4997,1418,2026-05-12,23,2,SKU0015,1,5800,0.0,5800.0
4998,1418,2026-05-12,23,2,SKU0023,5,14950,0.0,74750.0
4999,1419,2026-04-03,50,5,SKU0036,1,23100,0.05,21945.0
5000,1419,2026-04-03,50,5,SKU0022,1,3000,0.1,2700.0
5001,1420,2024-10-10,27,1,SKU0012,3,2100,0.1,5670.0
5002,1420,2024-10-10,27,1,SKU0041,4,9000,0.0,36000.0
5003,1420,2024-10-10,27,1,SKU0021,1,3800,0.0,3800.0
5004,1420,2024-10-10,27,1,SKU0023,4,12900,0.05,49020.0
5005,1420,2024-10-10,27,1,SKU0037,2,15300,0.0,30600.0
5006,1420,2024-10-10,27,1,SKU0002,1,4300,0.0,4300.0
5007,1421,2025-10-09,28,4,SKU0004,1,9700,0.0,9700.0
5008,1422,2025-07-23,36,2,SKU0010,2,9300,0.0,18600.0
5009,1422,2025-07-23,36,2,SKU0030,5,3800,0.1,17100.0
5010,1422,2025-07-23,36,2,SKU0006,4,2500,0.0,10000.0
5011,1422,2025-07-23,36,2,SKU0002,3,4650,0.0,13950.0
5012,1422,2025-07-23,36,2,SKU0012,2,2250,0.0,4500.0
5013,1423,2024-05-24,42,3,SKU0024,2,2300,0.15,3910.0
5014,1423,2024-05-24,42,3,SKU0001,3,3800,0.0,11400.0
5015,1423,2024-05-24,42,3,SKU0032,4,3100,0.1,11160.0
5016,1423,2024-05-24,42,3,SKU0028,1,2900,0.0,2900.0
5017,1423,2024-05-24,42,3,SKU0021,2,3800,0.0,7600.0
5018,1424,2024-12-03,29,4,SKU0041,4,9000,0.15,30600.0
5019,1424,2024-12-03,29,4,SKU0020,1,2300,0.0,2300.0
5020,1425,2025-07-07,40,1,SKU0016,4,4000,0.1,14400.0
5021,1425,2025-07-07,40,1,SKU0001,2,4100,0.1,7380.0
5022,1425,2025-07-07,40,1,SKU0024,3,2500,0.0,7500.0
5023,1426,2025-06-09,10,3,SKU0023,4,13950,0.0,55800.0
5024,1426,2025-06-09,10,3,SKU0036,4,21500,0.0,86000.0
5025,1427,2024-07-10,35,2,SKU0021,2,3800,0.15,6460.0
5026,1427,2024-07-10,35,2,SKU0007,4,5000,0.1,18000.0
5027,1428,2026-06-17,12,4,SKU0001,4,4400,0.0,17600.0
5028,1428,2026-06-17,12,4,SKU0033,4,3600,0.0,14400.0
5029,1428,2026-06-17,12,4,SKU0026,2,6400,0.0,12800.0
5030,1428,2026-06-17,12,4,SKU0027,1,10000,0.05,9500.0
5031,1429,2024-06-25,29,4,SKU0029,4,6200,0.0,24800.0
5032,1429,2024-06-25,29,4,SKU0033,1,3100,0.1,2790.0
5033,1429,2024-06-25,29,4,SKU0018,2,4000,0.05,7600.0
5034,1429,2024-06-25,29,4,SKU0040,1,5400,0.1,4860.0
5035,1429,2024-06-25,29,4,SKU0019,2,2600,0.0,5200.0
5036,1430,2025-10-31,1,1,SKU0007,4,5400,0.0,21600.0
5037,1430,2025-10-31,1,1,SKU0033,2,3350,0.0,6700.0
5038,1430,2025-10-31,1,1,SKU0020,2,2500,0.0,5000.0
5039,1430,2025-10-31,1,1,SKU0037,3,16500,0.15,42075.0
5040,1431,2025-12-19,14,3,SKU0020,4,2500,0.1,9000.0
5041,1432,2025-09-11,49,4,SKU0010,4,9300,0.15,31620.0
5042,1432,2025-09-11,49,4,SKU0008,3,4200,0.05,11970.0
5043,1432,2025-09-11,49,4,SKU0006,3,2500,0.0,7500.0
5044,1432,2025-09-11,49,4,SKU0022,3,2800,0.0,8400.0
5045,1432,2025-09-11,49,4,SKU0041,5,9700,0.15,41225.0
5046,1433,2026-03-31,12,1,SKU0018,1,4650,0.0,4650.0
5047,1433,2026-03-31,12,1,SKU0019,5,3000,0.0,15000.0
5048,1433,2026-03-31,12,1,SKU0042,2,11600,0.05,22040.0
5049,1433,2026-03-31,12,1,SKU0006,5,2650,0.0,13250.0
5050,1434,2025-08-03,34,2,SKU0016,3,4000,0.0,12000.0
5051,1434,2025-08-03,34,2,SKU0001,3,4100,0.1,11070.0
5052,1434,2025-08-03,34,2,SKU0028,5,3150,0.15,13387.5
5053,1434,2025-08-03,34,2,SKU0015,3,5400,0.05,15390.0
5054,1435,2026-03-17,33,2,SKU0005,5,9050,0.0,45250.0
5055,1435,2026-03-17,33,2,SKU0034,4,3500,0.0,14000.0
5056,1435,2026-03-17,33,2,SKU0041,3,10450,0.15,26647.5
5057,1435,2026-03-17,33,2,SKU0018,1,4650,0.0,4650.0
5058,1435,2026-03-17,33,2,SKU0038,1,9650,0.15,8202.5
5059,1435,2026-03-17,33,2,SKU0027,1,10000,0.0,10000.0
5060,1436,2024-02-03,12,1,SKU0024,2,2300,0.1,4140.0
5061,1436,2024-02-03,12,1,SKU0020,3,2300,0.0,6900.0
5062,1437,2024-02-25,47,2,SKU0002,4,4300,0.0,17200.0
5063,1437,2024-02-25,47,2,SKU0008,3,3900,0.05,11115.0
5064,1438,2025-10-15,48,5,SKU0001,1,4100,0.1,3690.0
5065,1438,2025-10-15,48,5,SKU0016,5,4000,0.0,20000.0
5066,1438,2025-10-15,48,5,SKU0032,1,3350,0.0,3350.0
5067,1438,2025-10-15,48,5,SKU0010,2,9300,0.0,18600.0
5068,1439,2025-08-16,4,2,SKU0039,4,14150,0.05,53770.0
5069,1440,2025-10-24,38,5,SKU0004,2,9700,0.0,19400.0
5070,1440,2025-10-24,38,5,SKU0006,4,2500,0.15,8500.0
5071,1440,2025-10-24,38,5,SKU0018,1,4300,0.0,4300.0
5072,1440,2025-10-24,38,5,SKU0003,1,2400,0.15,2040.0
5073,1440,2025-10-24,38,5,SKU0001,4,4100,0.1,14760.0
5074,1441,2026-01-26,7,5,SKU0042,1,11600,0.1,10440.0
5075,1441,2026-01-26,7,5,SKU0036,4,23100,0.0,92400.0
5076,1441,2026-01-26,7,5,SKU0027,3,10000,0.1,27000.0
5077,1441,2026-01-26,7,5,SKU0003,5,2550,0.15,10837.5
5078,1442,2025-03-22,4,5,SKU0007,3,5400,0.15,13770.0
5079,1442,2025-03-22,4,5,SKU0038,4,8950,0.15,30430.0
5080,1442,2025-03-22,4,5,SKU0042,5,10800,0.0,54000.0
5081,1443,2025-10-13,24,1,SKU0008,3,4200,0.05,11970.0
5082,1443,2025-10-13,24,1,SKU0005,2,8400,0.1,15120.0
5083,1443,2025-10-13,24,1,SKU0014,1,6150,0.0,6150.0
5084,1443,2025-10-13,24,1,SKU0029,4,6700,0.0,26800.0
5085,1443,2025-10-13,24,1,SKU0022,5,2800,0.05,13300.0
5086,1443,2025-10-13,24,1,SKU0015,4,5400,0.05,20520.0
5087,1444,2025-06-05,48,1,SKU0009,2,3650,0.0,7300.0
5088,1444,2025-06-05,48,1,SKU0030,1,3800,0.0,3800.0
5089,1444,2025-06-05,48,1,SKU0039,1,14150,0.0,14150.0
5090,1444,2025-06-05,48,1,SKU0004,1,9700,0.05,9215.0
5091,1445,2025-10-02,45,5,SKU0040,4,5850,0.15,19890.0
5092,1446,2024-11-20,10,2,SKU0039,4,13100,0.0,52400.0
5093,1446,2024-11-20,10,2,SKU0038,4,8300,0.0,33200.0
5094,1447,2026-06-28,50,1,SKU0013,4,5200,0.0,20800.0
5095,1447,2026-06-28,50,1,SKU0032,5,3600,0.15,15300.0
5096,1447,2026-06-28,50,1,SKU0022,1,3000,0.0,3000.0
5097,1447,2026-06-28,50,1,SKU0015,2,5800,0.15,9860.0
5098,1447,2026-06-28,50,1,SKU0003,3,2550,0.05,7267.5
5099,1448,2025-05-23,1,5,SKU0023,1,13950,0.0,13950.0
5100,1448,2025-05-23,1,5,SKU0030,2,3800,0.1,6840.0
5101,1448,2025-05-23,1,5,SKU0033,3,3350,0.1,9045.0
5102,1449,2026-02-28,19,2,SKU0014,2,6600,0.0,13200.0
5103,1449,2026-02-28,19,2,SKU0026,1,6400,0.0,6400.0
5104,1450,2025-11-22,38,1,SKU0039,4,14150,0.0,56600.0
5105,1450,2025-11-22,38,1,SKU0025,4,7450,0.1,26820.0
5106,1450,2025-11-22,38,1,SKU0036,4,21500,0.0,86000.0
5107,1450,2025-11-22,38,1,SKU0023,4,13950,0.15,47430.0
5108,1451,2024-11-28,29,3,SKU0028,5,2900,0.1,13050.0
5109,1452,2024-03-28,8,2,SKU0024,1,2300,0.15,1955.0
5110,1452,2024-03-28,8,2,SKU0010,4,8600,0.0,34400.0
5111,1452,2024-03-28,8,2,SKU0006,2,2300,0.0,4600.0
5112,1452,2024-03-28,8,2,SKU0021,1,3800,0.0,3800.0
5113,1452,2024-03-28,8,2,SKU0004,4,9000,0.0,36000.0
5114,1453,2024-03-13,14,2,SKU0003,3,2200,0.15,5610.0
5115,1453,2024-03-13,14,2,SKU0042,2,10000,0.0,20000.0
5116,1453,2024-03-13,14,2,SKU0034,2,3000,0.1,5400.0
5117,1454,2025-04-13,48,1,SKU0035,5,16100,0.15,68425.0
5118,1454,2025-04-13,48,1,SKU0015,3,5400,0.05,15390.0
5119,1454,2025-04-13,48,1,SKU0037,1,16500,0.0,16500.0
5120,1454,2025-04-13,48,1,SKU0009,1,3650,0.0,3650.0
5121,1454,2025-04-13,48,1,SKU0019,3,2800,0.0,8400.0
5122,1455,2025-05-24,48,4,SKU0005,2,8400,0.0,16800.0
5123,1455,2025-05-24,48,4,SKU0001,3,4100,0.0,12300.0
5124,1455,2025-05-24,48,4,SKU0021,4,4100,0.0,16400.0
5125,1455,2025-05-24,48,4,SKU0015,3,5400,0.15,13770.0
5126,1455,2025-05-24,48,4,SKU0003,5,2400,0.0,12000.0
5127,1456,2024-08-18,45,3,SKU0016,2,3700,0.0,7400.0
5128,1456,2024-08-18,45,3,SKU0015,5,5000,0.0,25000.0
5129,1456,2024-08-18,45,3,SKU0040,1,5400,0.0,5400.0
5130,1456,2024-08-18,45,3,SKU0022,3,2600,0.0,7800.0
5131,1457,2025-09-13,8,3,SKU0027,5,9300,0.15,39525.0
5132,1457,2025-09-13,8,3,SKU0017,5,14050,0.15,59712.5
5133,1457,2025-09-13,8,3,SKU0010,4,9300,0.15,31620.0
5134,1457,2025-09-13,8,3,SKU0032,1,3350,0.0,3350.0
5135,1458,2024-12-11,31,2,SKU0022,1,2600,0.0,2600.0
5136,1458,2024-12-11,31,2,SKU0021,4,3800,0.0,15200.0
5137,1458,2024-12-11,31,2,SKU0008,1,3900,0.0,3900.0
5138,1458,2024-12-11,31,2,SKU0009,2,3400,0.05,6460.0
5139,1458,2024-12-11,31,2,SKU0035,3,14900,0.15,37995.0
5140,1459,2025-12-18,37,4,SKU0007,4,5400,0.15,18360.0
5141,1459,2025-12-18,37,4,SKU0022,1,2800,0.15,2380.0
5142,1459,2025-12-18,37,4,SKU0024,5,2500,0.0,12500.0
5143,1459,2025-12-18,37,4,SKU0017,2,14050,0.0,28100.0
5144,1459,2025-12-18,37,4,SKU0010,4,9300,0.0,37200.0
5145,1460,2025-12-29,10,3,SKU0028,4,3150,0.15,10710.0
5146,1460,2025-12-29,10,3,SKU0024,4,2500,0.0,10000.0
5147,1460,2025-12-29,10,3,SKU0018,2,4300,0.0,8600.0
5148,1461,2026-04-15,23,1,SKU0007,1,5800,0.15,4930.0
5149,1461,2026-04-15,23,1,SKU0002,5,5000,0.0,25000.0
5150,1461,2026-04-15,23,1,SKU0030,1,4050,0.0,4050.0
5151,1461,2026-04-15,23,1,SKU0014,4,6600,0.15,22440.0
5152,1462,2026-07-13,17,4,SKU0042,1,11600,0.0,11600.0
5153,1462,2026-07-13,17,4,SKU0015,3,5800,0.0,17400.0
5154,1462,2026-07-13,17,4,SKU0031,2,3700,0.05,7030.0
5155,1462,2026-07-13,17,4,SKU0004,1,10450,0.15,8882.5
5156,1462,2026-07-13,17,4,SKU0014,2,6600,0.0,13200.0
5157,1463,2024-05-30,19,1,SKU0033,2,3100,0.0,6200.0
5158,1463,2024-05-30,19,1,SKU0021,1,3800,0.0,3800.0
5159,1463,2024-05-30,19,1,SKU0030,5,3500,0.0,17500.0
5160,1464,2025-02-04,22,3,SKU0034,2,3250,0.05,6175.0
5161,1464,2025-02-04,22,3,SKU0026,5,5950,0.15,25287.5
5162,1464,2025-02-04,22,3,SKU0010,3,9300,0.0,27900.0
5163,1464,2025-02-04,22,3,SKU0029,4,6700,0.0,26800.0
5164,1465,2025-08-01,28,3,SKU0001,4,4100,0.1,14760.0
5165,1465,2025-08-01,28,3,SKU0029,2,6700,0.0,13400.0
5166,1466,2024-12-17,31,1,SKU0014,4,5700,0.1,20520.0
5167,1466,2024-12-17,31,1,SKU0022,2,2600,0.0,5200.0
5168,1466,2024-12-17,31,1,SKU0042,5,10000,0.0,50000.0
5169,1466,2024-12-17,31,1,SKU0036,2,19900,0.05,37810.0
5170,1466,2024-12-17,31,1,SKU0026,4,5500,0.1,19800.0
5171,1466,2024-12-17,31,1,SKU0031,5,3200,0.15,13600.0
5172,1467,2025-05-08,31,5,SKU0027,1,9300,0.15,7905.0
5173,1468,2024-10-28,17,5,SKU0026,3,5500,0.15,14025.0
5174,1468,2024-10-28,17,5,SKU0038,3,8300,0.15,21165.0
5175,1468,2024-10-28,17,5,SKU0015,2,5000,0.0,10000.0
5176,1468,2024-10-28,17,5,SKU0012,1,2100,0.0,2100.0
5177,1468,2024-10-28,17,5,SKU0004,1,9000,0.1,8100.0
5178,1469,2024-10-07,34,5,SKU0031,5,3200,0.0,16000.0
5179,1469,2024-10-07,34,5,SKU0013,1,4500,0.0,4500.0
5180,1470,2024-04-24,39,4,SKU0017,3,13000,0.0,39000.0
5181,1470,2024-04-24,39,4,SKU0001,4,3800,0.0,15200.0
5182,1470,2024-04-24,39,4,SKU0021,4,3800,0.05,14440.0
5183,1470,2024-04-24,39,4,SKU0013,5,4500,0.0,22500.0
5184,1471,2024-11-20,32,3,SKU0017,1,13000,0.05,12350.0
5185,1471,2024-11-20,32,3,SKU0011,1,4300,0.0,4300.0
5186,1471,2024-11-20,32,3,SKU0028,5,2900,0.0,14500.0
5187,1472,2025-02-19,10,2,SKU0014,2,6150,0.0,12300.0
5188,1472,2025-02-19,10,2,SKU0026,1,5950,0.1,5355.0
5189,1472,2025-02-19,10,2,SKU0009,2,3650,0.0,7300.0
5190,1472,2025-02-19,10,2,SKU0030,2,3800,0.0,7600.0
5191,1473,2025-09-21,7,1,SKU0030,3,3800,0.1,10260.0
5192,1474,2024-10-07,32,4,SKU0008,1,3900,0.15,3315.0
5193,1474,2024-10-07,32,4,SKU0032,3,3100,0.0,9300.0
5194,1474,2024-10-07,32,4,SKU0007,5,5000,0.05,23750.0
5195,1474,2024-10-07,32,4,SKU0028,3,2900,0.0,8700.0
5196,1474,2024-10-07,32,4,SKU0011,3,4300,0.0,12900.0
5197,1475,2026-04-18,36,4,SKU0036,1,23100,0.15,19635.0
5198,1475,2026-04-18,36,4,SKU0015,4,5800,0.05,22040.0
5199,1475,2026-04-18,36,4,SKU0003,1,2550,0.0,2550.0
5200,1475,2026-04-18,36,4,SKU0024,5,2650,0.15,11262.5
5201,1475,2026-04-18,36,4,SKU0012,2,2450,0.0,4900.0
5202,1476,2024-07-01,2,2,SKU0027,2,8600,0.1,15480.0
5203,1476,2024-07-01,2,2,SKU0037,4,15300,0.0,61200.0
5204,1476,2024-07-01,2,2,SKU0036,4,19900,0.15,67660.0
5205,1476,2024-07-01,2,2,SKU0001,1,3800,0.0,3800.0
5206,1476,2024-07-01,2,2,SKU0007,4,5000,0.05,19000.0
5207,1476,2024-07-01,2,2,SKU0018,1,4000,0.15,3400.0
5208,1477,2024-12-24,5,4,SKU0002,2,4300,0.0,8600.0
5209,1477,2024-12-24,5,4,SKU0014,1,5700,0.0,5700.0
5210,1477,2024-12-24,5,4,SKU0006,1,2300,0.0,2300.0
5211,1477,2024-12-24,5,4,SKU0026,3,5500,0.05,15675.0
5212,1478,2025-08-17,13,2,SKU0027,2,9300,0.0,18600.0
5213,1478,2025-08-17,13,2,SKU0030,3,3800,0.0,11400.0
5214,1479,2024-12-12,37,2,SKU0029,2,6200,0.05,11780.0
5215,1480,2026-01-22,18,4,SKU0016,2,4300,0.05,8170.0
5216,1480,2026-01-22,18,4,SKU0036,1,23100,0.1,20790.0
5217,1480,2026-01-22,18,4,SKU0001,4,4400,0.15,14960.0
5218,1480,2026-01-22,18,4,SKU0035,3,17300,0.0,51900.0
5219,1481,2025-06-05,4,2,SKU0040,1,5850,0.1,5265.0
5220,1481,2025-06-05,4,2,SKU0036,5,21500,0.0,107500.0
5221,1481,2025-06-05,4,2,SKU0021,5,4100,0.0,20500.0
5222,1482,2025-06-20,9,4,SKU0011,5,4650,0.0,23250.0
5223,1482,2025-06-20,9,4,SKU0032,4,3350,0.0,13400.0
5224,1482,2025-06-20,9,4,SKU0012,3,2250,0.1,6075.0
5225,1482,2025-06-20,9,4,SKU0035,1,16100,0.0,16100.0
5226,1482,2025-06-20,9,4,SKU0006,5,2500,0.15,10625.0
5227,1482,2025-06-20,9,4,SKU0042,4,10800,0.0,43200.0
5228,1483,2025-06-06,9,4,SKU0027,2,9300,0.05,17670.0
5229,1483,2025-06-06,9,4,SKU0029,3,6700,0.0,20100.0
5230,1483,2025-06-06,9,4,SKU0026,2,5950,0.05,11305.0
5231,1483,2025-06-06,9,4,SKU0022,4,2800,0.0,11200.0
5232,1483,2025-06-06,9,4,SKU0011,5,4650,0.1,20925.0
5233,1483,2025-06-06,9,4,SKU0030,5,3800,0.0,19000.0
5234,1484,2024-12-08,2,4,SKU0001,4,3800,0.1,13680.0
5235,1484,2024-12-08,2,4,SKU0033,4,3100,0.0,12400.0
5236,1484,2024-12-08,2,4,SKU0035,4,14900,0.15,50660.0
5237,1484,2024-12-08,2,4,SKU0028,1,2900,0.0,2900.0
5238,1484,2024-12-08,2,4,SKU0020,1,2300,0.05,2185.0
5239,1484,2024-12-08,2,4,SKU0042,1,10000,0.1,9000.0
5240,1485,2024-01-28,46,1,SKU0011,3,4300,0.15,10965.0
5241,1485,2024-01-28,46,1,SKU0039,3,13100,0.15,33405.0
5242,1485,2024-01-28,46,1,SKU0003,2,2200,0.05,4180.0
5243,1485,2024-01-28,46,1,SKU0012,1,2100,0.0,2100.0
5244,1485,2024-01-28,46,1,SKU0005,3,7800,0.05,22230.0
5245,1486,2026-06-19,37,1,SKU0015,2,5800,0.0,11600.0
5246,1486,2026-06-19,37,1,SKU0012,2,2450,0.0,4900.0
5247,1486,2026-06-19,37,1,SKU0011,2,5000,0.0,10000.0
5248,1486,2026-06-19,37,1,SKU0023,3,14950,0.0,44850.0
5249,1486,2026-06-19,37,1,SKU0013,1,5200,0.0,5200.0
5250,1487,2025-06-12,24,3,SKU0004,2,9700,0.0,19400.0
5251,1487,2025-06-12,24,3,SKU0008,3,4200,0.0,12600.0
5252,1487,2025-06-12,24,3,SKU0040,1,5850,0.0,5850.0
5253,1488,2026-07-06,26,5,SKU0036,2,23100,0.0,46200.0
5254,1488,2026-07-06,26,5,SKU0019,2,3000,0.0,6000.0
5255,1488,2026-07-06,26,5,SKU0014,2,6600,0.0,13200.0
5256,1488,2026-07-06,26,5,SKU0040,2,6250,0.05,11875.0
5257,1488,2026-07-06,26,5,SKU0013,4,5200,0.0,20800.0
5258,1489,2024-08-31,1,5,SKU0023,5,12900,0.1,58050.0
5259,1490,2025-01-18,48,5,SKU0015,2,5400,0.05,10260.0
5260,1490,2025-01-18,48,5,SKU0008,1,4200,0.0,4200.0
5261,1490,2025-01-18,48,5,SKU0009,3,3650,0.15,9307.5
5262,1490,2025-01-18,48,5,SKU0018,5,4300,0.0,21500.0
5263,1490,2025-01-18,48,5,SKU0039,3,14150,0.15,36082.5
5264,1490,2025-01-18,48,5,SKU0006,5,2500,0.05,11875.0
5265,1491,2024-03-02,40,2,SKU0008,2,3900,0.0,7800.0
5266,1492,2025-06-02,32,4,SKU0005,4,8400,0.0,33600.0
5267,1492,2025-06-02,32,4,SKU0031,5,3450,0.0,17250.0
5268,1493,2026-05-02,18,2,SKU0001,4,4400,0.0,17600.0
5269,1494,2025-10-27,39,3,SKU0006,5,2500,0.0,12500.0
5270,1494,2025-10-27,39,3,SKU0037,2,16500,0.0,33000.0
5271,1494,2025-10-27,39,3,SKU0014,4,6150,0.0,24600.0
5272,1494,2025-10-27,39,3,SKU0029,2,6700,0.0,13400.0
5273,1494,2025-10-27,39,3,SKU0022,4,2800,0.0,11200.0
5274,1494,2025-10-27,39,3,SKU0007,2,5400,0.1,9720.0
5275,1495,2025-05-12,26,2,SKU0018,5,4300,0.1,19350.0
5276,1495,2025-05-12,26,2,SKU0031,4,3450,0.0,13800.0
5277,1495,2025-05-12,26,2,SKU0021,4,4100,0.0,16400.0
5278,1495,2025-05-12,26,2,SKU0010,2,9300,0.1,16740.0
5279,1496,2025-07-10,2,5,SKU0008,1,4200,0.05,3990.0
5280,1496,2025-07-10,2,5,SKU0029,5,6700,0.0,33500.0
5281,1496,2025-07-10,2,5,SKU0015,5,5400,0.0,27000.0
5282,1496,2025-07-10,2,5,SKU0002,3,4650,0.15,11857.5
5283,1497,2026-04-04,9,3,SKU0013,2,5200,0.1,9360.0
5284,1498,2025-04-05,7,1,SKU0015,1,5400,0.0,5400.0
5285,1498,2025-04-05,7,1,SKU0022,1,2800,0.0,2800.0
5286,1498,2025-04-05,7,1,SKU0023,2,13950,0.1,25110.0
5287,1499,2026-05-02,50,2,SKU0038,1,9650,0.0,9650.0
5288,1500,2025-12-24,16,1,SKU0029,2,6700,0.0,13400.0
5289,1500,2025-12-24,16,1,SKU0032,4,3350,0.05,12730.0
5290,1500,2025-12-24,16,1,SKU0038,2,8950,0.0,17900.0
5291,1500,2025-12-24,16,1,SKU0030,3,3800,0.15,9690.0
5292,1500,2025-12-24,16,1,SKU0041,2,9700,0.0,19400.0
5293,1501,2026-01-23,6,5,SKU0016,1,4300,0.05,4085.0
5294,1501,2026-01-23,6,5,SKU0017,2,15100,0.1,27180.0
5295,1501,2026-01-23,6,5,SKU0041,1,10450,0.0,10450.0
5296,1501,2026-01-23,6,5,SKU0021,5,4400,0.0,22000.0
5297,1501,2026-01-23,6,5,SKU0035,4,17300,0.0,69200.0
5298,1502,2025-01-31,28,4,SKU0025,5,7450,0.05,35387.5
5299,1502,2025-01-31,28,4,SKU0037,5,16500,0.0,82500.0
5300,1502,2025-01-31,28,4,SKU0013,3,4850,0.0,14550.0
5301,1502,2025-01-31,28,4,SKU0014,3,6150,0.15,15682.5
5302,1502,2025-01-31,28,4,SKU0016,5,4000,0.0,20000.0
5303,1502,2025-01-31,28,4,SKU0011,2,4650,0.0,9300.0
5304,1503,2025-03-07,30,5,SKU0019,5,2800,0.15,11900.0
5305,1503,2025-03-07,30,5,SKU0028,3,3150,0.1,8505.0
5306,1503,2025-03-07,30,5,SKU0018,5,4300,0.05,20425.0
5307,1503,2025-03-07,30,5,SKU0004,2,9700,0.15,16490.0
5308,1503,2025-03-07,30,5,SKU0034,5,3250,0.0,16250.0
5309,1503,2025-03-07,30,5,SKU0022,3,2800,0.1,7560.0
5310,1504,2025-08-10,28,4,SKU0026,1,5950,0.1,5355.0
5311,1504,2025-08-10,28,4,SKU0012,5,2250,0.0,11250.0
5312,1505,2024-08-08,26,4,SKU0038,3,8300,0.0,24900.0
5313,1505,2024-08-08,26,4,SKU0011,2,4300,0.15,7310.0
5314,1506,2025-07-25,50,3,SKU0024,2,2500,0.0,5000.0
5315,1506,2025-07-25,50,3,SKU0006,2,2500,0.15,4250.0
5316,1506,2025-07-25,50,3,SKU0038,3,8950,0.0,26850.0
5317,1506,2025-07-25,50,3,SKU0026,1,5950,0.05,5652.5
5318,1506,2025-07-25,50,3,SKU0011,2,4650,0.0,9300.0
5319,1506,2025-07-25,50,3,SKU0036,4,21500,0.0,86000.0
5320,1507,2024-03-28,49,3,SKU0012,5,2100,0.15,8925.0
5321,1507,2024-03-28,49,3,SKU0036,3,19900,0.0,59700.0
5322,1507,2024-03-28,49,3,SKU0027,1,8600,0.0,8600.0
5323,1507,2024-03-28,49,3,SKU0013,2,4500,0.15,7650.0
5324,1508,2025-06-11,11,2,SKU0006,5,2500,0.0,12500.0
5325,1508,2025-06-11,11,2,SKU0019,5,2800,0.0,14000.0
5326,1508,2025-06-11,11,2,SKU0037,1,16500,0.05,15675.0
5327,1509,2026-01-23,45,4,SKU0011,4,5000,0.0,20000.0
5328,1509,2026-01-23,45,4,SKU0029,1,7200,0.0,7200.0
5329,1509,2026-01-23,45,4,SKU0003,3,2550,0.15,6502.5
5330,1509,2026-01-23,45,4,SKU0009,1,3950,0.05,3752.5
5331,1510,2024-11-10,24,4,SKU0012,4,2100,0.15,7140.0
5332,1510,2024-11-10,24,4,SKU0005,3,7800,0.1,21060.0
5333,1511,2026-07-23,3,1,SKU0015,2,5800,0.0,11600.0
5334,1511,2026-07-23,3,1,SKU0040,3,6250,0.15,15937.5
5335,1511,2026-07-23,3,1,SKU0005,2,9050,0.05,17195.0
5336,1511,2026-07-23,3,1,SKU0004,5,10450,0.0,52250.0
5337,1511,2026-07-23,3,1,SKU0006,2,2650,0.0,5300.0
5338,1511,2026-07-23,3,1,SKU0037,3,17750,0.15,45262.5
5339,1512,2025-11-18,30,1,SKU0038,2,8950,0.0,17900.0
5340,1513,2024-05-18,1,1,SKU0002,4,4300,0.1,15480.0
5341,1513,2024-05-18,1,1,SKU0034,1,3000,0.0,3000.0
5342,1513,2024-05-18,1,1,SKU0010,4,8600,0.0,34400.0
5343,1513,2024-05-18,1,1,SKU0030,4,3500,0.0,14000.0
5344,1514,2026-07-12,44,4,SKU0031,4,3700,0.15,12580.0
5345,1515,2025-03-01,9,4,SKU0014,1,6150,0.0,6150.0
5346,1515,2025-03-01,9,4,SKU0034,5,3250,0.0,16250.0
5347,1515,2025-03-01,9,4,SKU0023,2,13950,0.0,27900.0
5348,1516,2026-02-19,12,2,SKU0028,4,3350,0.1,12060.0
5349,1516,2026-02-19,12,2,SKU0006,2,2650,0.15,4505.0
5350,1516,2026-02-19,12,2,SKU0029,2,7200,0.1,12960.0
5351,1517,2025-01-04,8,2,SKU0027,1,9300,0.1,8370.0
5352,1517,2025-01-04,8,2,SKU0008,5,4200,0.0,21000.0
5353,1518,2026-06-14,19,1,SKU0020,4,2650,0.0,10600.0
5354,1518,2026-06-14,19,1,SKU0009,3,3950,0.15,10072.5
5355,1518,2026-06-14,19,1,SKU0013,3,5200,0.0,15600.0
5356,1518,2026-06-14,19,1,SKU0007,2,5800,0.0,11600.0
5357,1519,2026-01-15,12,4,SKU0025,4,8000,0.15,27200.0
5358,1519,2026-01-15,12,4,SKU0034,1,3500,0.0,3500.0
5359,1519,2026-01-15,12,4,SKU0024,2,2650,0.15,4505.0
5360,1519,2026-01-15,12,4,SKU0031,3,3700,0.05,10545.0
5361,1520,2024-08-13,19,2,SKU0003,3,2200,0.15,5610.0
