movimiento_id,fecha,tienda_id,producto_id,proveedor_id,tipo_movimiento,cantidad,costo_unitario
870,2025-06-27,5,SKU0013,,SALIDA,28,2705.81
871,2025-12-06,5,SKU0003,1,ENTRADA,8,1639.49
872,2024-02-25,2,SKU0014,,SALIDA,66,3968.21
873,2024-07-05,4,SKU0028,,SALIDA,43,1759.54
874,2024-06-10,5,SKU0024,,SALIDA,16,1485.54
875,2025-12-17,3,SKU0036,,SALIDA,84,11944.58
876,2025-12-20,3,SKU0019,,SALIDA,82,1661.29
877,2024-05-05,3,SKU0012,,SALIDA,46,1427.37
878,2025-09-17,5,SKU0027,,SALIDA,99,5236.01
879,2024-07-31,4,SKU0019,10,ENTRADA,43,1492.97
880,2026-06-08,4,SKU0021,10,ENTRADA,41,3276.12
881,2025-02-28,5,SKU0005,,SALIDA,14,5943.18
882,2025-04-29,4,SKU0032,,AJUSTE,87,2101.53
883,2026-02-07,3,SKU0037,,AJUSTE,53,10924.09
884,2025-12-16,1,SKU0027,5,ENTRADA,82,6829.08
885,2024-05-06,2,SKU0015,,SALIDA,96,3064.78
886,2025-03-20,5,SKU0012,,SALIDA,95,1359.92
887,2026-06-05,2,SKU0017,1,ENTRADA,2,10008.14
888,2026-03-27,2,SKU0012,,SALIDA,12,1706.35
889,2025-08-27,3,SKU0022,,SALIDA,76,1894.98
890,2026-01-30,4,SKU0013,5,ENTRADA,30,3364.06
891,2025-04-23,1,SKU0027,,SALIDA,9,5644.62
892,2025-10-30,3,SKU0028,1,ENTRADA,8,1848.98
893,2026-06-28,1,SKU0031,,AJUSTE,10,2198.3
894,2024-06-04,2,SKU0032,9,ENTRADA,76,2051.93
895,2025-06-06,1,SKU0008,,AJUSTE,100,2478.27
896,2025-07-04,2,SKU0041,,SALIDA,86,5703.97
897,2024-02-29,2,SKU0010,,AJUSTE,82,5365.16
898,2026-06-12,3,SKU0006,,AJUSTE,51,1933.32
899,2026-03-28,3,SKU0036,7,ENTRADA,59,16425.31
900,2025-05-23,5,SKU0042,,SALIDA,26,7243.47
901,2025-06-14,4,SKU0035,,AJUSTE,28,10977.72
902,2026-06-01,4,SKU0019,,SALIDA,59,2062.22
903,2024-07-20,1,SKU0002,,SALIDA,65,2499.01
904,2025-08-17,4,SKU0020,,SALIDA,51,1563.64
905,2025-12-26,5,SKU0020,5,ENTRADA,56,1839.64
906,2024-05-28,5,SKU0001,,SALIDA,27,2483.71
907,2025-02-22,2,SKU0033,,SALIDA,94,1853.49
908,2025-09-07,3,SKU0021,,AJUSTE,24,2529.04
909,2026-05-02,4,SKU0041,8,ENTRADA,74,6743.85
910,2025-06-11,4,SKU0012,,SALIDA,73,1575.35
911,2025-02-19,2,SKU0010,6,ENTRADA,42,5948.14
912,2026-07-16,4,SKU0011,1,ENTRADA,81,3695.48
913,2026-05-28,5,SKU0027,,AJUSTE,92,5831.29
914,2026-01-22,3,SKU0004,,SALIDA,23,6149.69
915,2024-11-03,3,SKU0016,,SALIDA,56,2342.98
916,2026-07-03,1,SKU0007,,SALIDA,13,4277.32
917,2026-07-09,5,SKU0020,,SALIDA,12,1747.33
918,2025-04-25,5,SKU0025,,SALIDA,22,4845.71
919,2024-06-02,4,SKU0036,,AJUSTE,90,13021.67
920,2025-03-19,5,SKU0031,9,ENTRADA,35,2568.09
921,2025-12-04,3,SKU0039,8,ENTRADA,97,8478.14
922,2026-01-10,5,SKU0042,,SALIDA,11,7586.73
923,2024-11-29,5,SKU0028,,SALIDA,54,2059.0
924,2025-12-05,3,SKU0015,,SALIDA,7,3888.1
925,2026-04-14,2,SKU0035,7,ENTRADA,13,11398.84
926,2025-12-13,1,SKU0035,7,ENTRADA,51,10720.35
927,2026-06-12,3,SKU0013,,SALIDA,54,3469.04
928,2025-10-07,2,SKU0009,,SALIDA,64,2447.3
929,2024-08-15,5,SKU0016,,AJUSTE,1,2102.38
930,2025-09-29,2,SKU0011,1,ENTRADA,10,2916.07
931,2024-11-21,5,SKU0007,,SALIDA,24,2781.08
932,2025-01-10,2,SKU0041,8,ENTRADA,75,5527.85
933,2025-11-11,2,SKU0010,6,ENTRADA,25,5565.8
934,2026-07-17,2,SKU0026,8,ENTRADA,38,4503.07
935,2025-10-23,5,SKU0038,1,ENTRADA,11,5223.15
936,2026-06-29,2,SKU0003,1,ENTRADA,16,1682.62
937,2025-06-11,4,SKU0028,1,ENTRADA,5,2257.76
938,2025-11-30,5,SKU0012,,SALIDA,78,1245.68
939,2024-12-20,1,SKU0016,,SALIDA,63,2505.35
940,2024-05-14,5,SKU0026,8,ENTRADA,1,3794.07
941,2025-01-17,5,SKU0007,6,ENTRADA,60,3376.32
942,2025-05-20,2,SKU0022,10,ENTRADA,38,2015.96
943,2025-08-10,2,SKU0034,,SALIDA,28,2297.2
944,2025-11-07,4,SKU0033,9,ENTRADA,48,2454.31
945,2025-03-23,3,SKU0021,,SALIDA,39,2612.0
946,2026-01-09,1,SKU0008,,SALIDA,81,2527.72
947,2026-03-30,4,SKU0036,7,ENTRADA,18,14934.76
948,2024-11-16,2,SKU0035,7,ENTRADA,33,8353.62
949,2026-04-04,2,SKU0040,,AJUSTE,2,4513.81
950,2026-03-03,2,SKU0035,,SALIDA,81,11983.35
951,2025-06-27,1,SKU0042,5,ENTRADA,27,6302.3
952,2024-01-31,1,SKU0025,5,ENTRADA,48,4983.35
953,2024-06-15,2,SKU0014,,SALIDA,90,3221.73
954,2025-11-09,2,SKU0015,,SALIDA,24,3738.31
955,2024-08-14,2,SKU0025,,SALIDA,19,4699.65
956,2026-01-11,2,SKU0003,1,ENTRADA,29,1459.47
957,2024-07-02,4,SKU0028,,AJUSTE,45,2015.82
958,2024-11-17,5,SKU0011,1,ENTRADA,22,3130.86
959,2024-10-10,1,SKU0032,9,ENTRADA,96,2174.62
960,2026-03-28,4,SKU0026,,AJUSTE,15,3664.56
961,2025-11-27,4,SKU0028,,AJUSTE,53,2196.72
962,2024-11-25,1,SKU0039,8,ENTRADA,41,7456.13
963,2026-01-14,5,SKU0013,,SALIDA,33,3644.17
964,2024-02-08,4,SKU0028,1,ENTRADA,100,1604.13
965,2026-03-08,1,SKU0011,,AJUSTE,74,3048.87
966,2024-04-30,3,SKU0031,9,ENTRADA,83,2308.56
967,2026-04-20,1,SKU0019,,SALIDA,26,1696.56
968,2026-01-02,3,SKU0034,9,ENTRADA,8,2390.32
969,2026-04-18,4,SKU0002,,SALIDA,41,2752.63
970,2026-01-05,5,SKU0017,,SALIDA,21,9959.2
971,2025-08-01,4,SKU0027,,SALIDA,8,5547.79
972,2024-09-25,5,SKU0032,,SALIDA,56,1985.29
973,2026-02-10,1,SKU0032,9,ENTRADA,72,2451.64
974,2026-02-23,1,SKU0015,,SALIDA,51,3506.22
975,2024-11-18,1,SKU0019,,SALIDA,66,1550.79
976,2025-11-05,1,SKU0021,10,ENTRADA,64,2995.27
977,2026-06-05,2,SKU0029,,SALIDA,83,4816.72
978,2025-02-22,2,SKU0029,1,ENTRADA,71,3936.11
979,2026-06-28,1,SKU0002,,AJUSTE,31,2880.44
980,2026-07-13,1,SKU0024,8,ENTRADA,97,1541.05
981,2024-12-11,3,SKU0013,5,ENTRADA,55,3280.85
982,2025-07-24,5,SKU0025,5,ENTRADA,10,5417.33
983,2024-01-16,1,SKU0039,,SALIDA,4,7673.38
984,2024-10-10,4,SKU0003,,SALIDA,9,1239.1
985,2025-09-26,3,SKU0031,,SALIDA,10,2393.62
986,2026-02-07,1,SKU0030,,SALIDA,35,2665.52
987,2026-04-22,5,SKU0029,,SALIDA,66,4760.86
988,2026-03-21,1,SKU0013,5,ENTRADA,33,3722.64
989,2026-05-24,5,SKU0029,1,ENTRADA,40,4874.0
990,2025-12-08,1,SKU0035,7,ENTRADA,70,12019.18
991,2025-10-21,1,SKU0034,,AJUSTE,8,2381.54
992,2026-01-15,3,SKU0007,,SALIDA,90,3661.97
993,2025-07-19,4,SKU0026,,SALIDA,54,4346.02
994,2025-09-10,3,SKU0038,1,ENTRADA,35,5932.94
995,2026-02-02,1,SKU0002,,SALIDA,5,3318.24
996,2026-07-04,4,SKU0007,,SALIDA,40,3574.08
997,2024-11-24,4,SKU0031,9,ENTRADA,17,2325.96
998,2024-07-20,5,SKU0014,5,ENTRADA,33,3937.52
999,2025-11-20,2,SKU0023,,SALIDA,58,9080.9
1000,2024-07-30,4,SKU0011,,SALIDA,85,2481.95
1001,2024-07-16,2,SKU0013,5,ENTRADA,80,3300.67
1002,2025-06-19,5,SKU0041,8,ENTRADA,69,5854.48
1003,2025-02-11,5,SKU0037,,SALIDA,31,10265.51
1004,2025-04-02,4,SKU0033,9,ENTRADA,59,2483.9
1005,2025-07-28,5,SKU0040,5,ENTRADA,28,3952.99
1006,2024-05-30,4,SKU0022,10,ENTRADA,21,1794.01
1007,2025-08-23,1,SKU0017,,AJUSTE,32,9344.17
1008,2024-10-14,4,SKU0026,8,ENTRADA,92,3692.07
1009,2024-12-27,3,SKU0034,,SALIDA,37,1970.23
1010,2025-12-11,2,SKU0018,,SALIDA,32,2868.56
1011,2024-06-25,3,SKU0015,,SALIDA,87,3096.8
1012,2024-06-24,5,SKU0016,4,ENTRADA,71,2577.45
1013,2024-12-20,4,SKU0027,,SALIDA,22,6087.14
1014,2024-03-03,4,SKU0010,6,ENTRADA,43,6404.09
1015,2026-06-09,2,SKU0015,,SALIDA,1,4279.33
1016,2025-09-21,2,SKU0041,8,ENTRADA,14,6132.36
1017,2025-11-02,2,SKU0013,,SALIDA,100,2724.83
1018,2025-05-30,2,SKU0017,1,ENTRADA,48,8846.88
1019,2025-08-12,3,SKU0013,,SALIDA,23,3610.62
1020,2025-01-23,2,SKU0027,,SALIDA,22,6602.46
1021,2026-02-10,5,SKU0034,,SALIDA,24,2545.83
1022,2024-12-16,3,SKU0013,,SALIDA,5,2729.98
1023,2024-09-05,3,SKU0018,,SALIDA,92,2293.75
1024,2024-07-27,3,SKU0042,5,ENTRADA,35,7242.53
1025,2024-03-22,1,SKU0010,6,ENTRADA,14,5533.56
1026,2025-06-12,5,SKU0017,,SALIDA,38,10513.97
1027,2025-03-22,4,SKU0022,,SALIDA,22,1968.57
1028,2025-07-10,5,SKU0006,,AJUSTE,92,1524.64
1029,2024-04-18,3,SKU0041,,SALIDA,31,5860.2
1030,2024-09-07,1,SKU0024,8,ENTRADA,80,1316.17
1031,2024-08-29,3,SKU0027,,SALIDA,83,5779.98
1032,2024-12-28,4,SKU0017,,SALIDA,23,8675.25
1033,2025-01-25,4,SKU0033,9,ENTRADA,33,2137.92
1034,2024-09-04,3,SKU0014,5,ENTRADA,84,4169.45
1035,2026-01-13,5,SKU0040,,SALIDA,48,4393.34
1036,2025-07-04,1,SKU0037,,SALIDA,31,11893.42
1037,2026-07-29,4,SKU0004,,SALIDA,16,6293.18
1038,2026-03-16,1,SKU0042,,AJUSTE,29,8367.39
1039,2026-07-17,5,SKU0031,9,ENTRADA,88,2699.29
1040,2024-01-11,3,SKU0004,,SALIDA,72,5258.73
1041,2025-11-08,2,SKU0021,10,ENTRADA,4,2848.86
1042,2025-04-19,2,SKU0006,,SALIDA,52,1864.85
1043,2026-05-19,4,SKU0016,,AJUSTE,82,2950.28
1044,2025-09-20,2,SKU0025,,SALIDA,27,5207.22
1045,2025-09-27,1,SKU0041,,SALIDA,81,6141.58
1046,2026-06-30,4,SKU0028,,AJUSTE,50,1919.04
1047,2025-11-20,4,SKU0002,,AJUSTE,81,2941.79
1048,2024-12-19,3,SKU0029,,AJUSTE,14,4502.38
1049,2026-05-28,1,SKU0010,,AJUSTE,63,6695.44
1050,2026-06-19,1,SKU0041,,SALIDA,44,5766.21
1051,2025-02-20,3,SKU0005,,SALIDA,11,5207.99
1052,2025-07-13,1,SKU0001,2,ENTRADA,22,2516.11
1053,2024-11-13,2,SKU0009,1,ENTRADA,54,1899.99
1054,2026-05-24,1,SKU0017,1,ENTRADA,62,8803.47
1055,2026-03-14,5,SKU0040,,SALIDA,66,4639.91
1056,2025-02-09,2,SKU0041,8,ENTRADA,23,5451.55
1057,2026-02-26,1,SKU0026,,SALIDA,96,4418.58
1058,2025-04-19,3,SKU0036,7,ENTRADA,48,11982.75
1059,2024-02-23,5,SKU0030,,SALIDA,98,2191.51
1060,2026-05-14,4,SKU0039,,AJUSTE,34,8858.34
1061,2024-08-05,1,SKU0004,,SALIDA,11,5450.88
1062,2025-06-19,2,SKU0018,,SALIDA,51,2376.9
1063,2026-06-22,2,SKU0031,,SALIDA,22,2217.55
1064,2024-07-09,4,SKU0035,7,ENTRADA,92,11114.67
1065,2026-06-28,3,SKU0038,1,ENTRADA,67,6667.44
1066,2025-07-11,5,SKU0021,,AJUSTE,35,2629.7
1067,2024-01-09,4,SKU0021,,SALIDA,28,2770.5
1068,2024-03-19,5,SKU0032,,AJUSTE,22,2072.68
1069,2025-11-10,3,SKU0002,,SALIDA,64,3001.91
1070,2026-01-31,5,SKU0031,,AJUSTE,27,2323.56
1071,2026-04-18,1,SKU0028,,SALIDA,40,2324.83
1072,2025-03-29,1,SKU0007,,SALIDA,76,3205.89
1073,2024-05-02,5,SKU0018,10,ENTRADA,41,2203.55
1074,2025-07-11,2,SKU0018,,AJUSTE,8,3203.71
1075,2025-12-06,4,SKU0022,10,ENTRADA,18,1837.21
1076,2026-07-13,4,SKU0036,,AJUSTE,81,17157.9
1077,2026-02-02,1,SKU0028,,AJUSTE,54,1984.19
1078,2025-10-20,4,SKU0020,,SALIDA,3,1828.38
1079,2026-06-15,1,SKU0021,10,ENTRADA,12,2470.11
1080,2026-01-08,3,SKU0033,9,ENTRADA,50,2098.94
1081,2024-06-24,4,SKU0009,,SALIDA,84,2064.28
1082,2025-05-01,5,SKU0007,6,ENTRADA,17,3892.97
1083,2024-12-28,5,SKU0023,,SALIDA,8,8389.41
1084,2024-04-13,2,SKU0039,,SALIDA,52,8183.57
1085,2024-03-06,2,SKU0022,,SALIDA,83,1556.97
1086,2026-02-19,5,SKU0030,,SALIDA,5,2894.1
1087,2025-07-29,3,SKU0027,,SALIDA,59,6781.66
1088,2025-08-14,3,SKU0032,,AJUSTE,96,2377.76
1089,2024-09-14,2,SKU0023,,SALIDA,10,7534.8
1090,2024-10-18,5,SKU0022,,SALIDA,54,1668.14
1091,2025-02-23,1,SKU0038,1,ENTRADA,85,5802.78
1092,2025-10-05,2,SKU0021,10,ENTRADA,62,2737.97
1093,2025-04-07,2,SKU0041,,AJUSTE,36,6426.46
1094,2024-01-21,3,SKU0028,1,ENTRADA,27,2051.19
1095,2025-11-12,4,SKU0026,,SALIDA,87,4311.88
1096,2025-07-08,5,SKU0037,7,ENTRADA,19,9273.73
1097,2025-10-15,5,SKU0015,,SALIDA,35,3011.09
1098,2025-09-24,1,SKU0001,,AJUSTE,34,2877.88
1099,2026-01-16,5,SKU0022,10,ENTRADA,17,1819.72
1100,2025-08-24,5,SKU0027,,SALIDA,61,6768.43
1101,2025-12-05,5,SKU0015,,SALIDA,9,3733.74
1102,2024-03-27,5,SKU0013,,SALIDA,49,3109.89
1103,2026-06-06,2,SKU0022,,AJUSTE,37,1900.34
1104,2024-05-04,2,SKU0020,,SALIDA,96,1342.09
1105,2026-02-12,1,SKU0018,,AJUSTE,46,2688.39
1106,2024-12-02,2,SKU0026,8,ENTRADA,34,3998.66
1107,2024-04-12,1,SKU0005,,AJUSTE,77,5067.16
1108,2026-01-24,2,SKU0032,,SALIDA,19,2355.32
1109,2025-04-11,4,SKU0042,,SALIDA,78,7869.1
1110,2025-03-02,2,SKU0013,,AJUSTE,6,2945.75
1111,2025-11-01,1,SKU0040,,SALIDA,11,4158.7
1112,2025-05-15,1,SKU0025,5,ENTRADA,26,5565.77
1113,2025-07-07,1,SKU0015,,AJUSTE,48,3285.23
1114,2024-06-06,5,SKU0006,,SALIDA,32,1458.03
1115,2025-02-26,1,SKU0028,1,ENTRADA,87,1742.51
1116,2026-02-22,2,SKU0039,8,ENTRADA,29,9792.53
1117,2025-07-18,5,SKU0036,7,ENTRADA,94,12505.89
1118,2026-07-01,1,SKU0005,,AJUSTE,31,6660.44
1119,2024-06-14,4,SKU0032,,SALIDA,59,2190.54
1120,2025-11-15,2,SKU0030,,SALIDA,44,2671.59
1121,2026-05-26,4,SKU0030,,SALIDA,46,2509.86
1122,2026-02-19,5,SKU0022,10,ENTRADA,27,1800.12
1123,2025-12-26,1,SKU0033,,AJUSTE,43,2382.47
1124,2025-02-07,2,SKU0017,,SALIDA,99,9804.31
1125,2026-06-23,1,SKU0008,6,ENTRADA,18,2818.64
1126,2025-07-25,5,SKU0014,,SALIDA,48,3635.17
1127,2025-07-26,5,SKU0004,,AJUSTE,94,6792.15
1128,2024-05-22,2,SKU0013,5,ENTRADA,84,3326.58
1129,2024-01-06,2,SKU0006,,SALIDA,87,1607.8
1130,2025-09-03,3,SKU0005,,AJUSTE,41,5185.09
1131,2025-07-10,4,SKU0002,3,ENTRADA,19,2907.66
1132,2026-06-21,4,SKU0002,3,ENTRADA,55,2764.21
1133,2024-12-05,3,SKU0029,1,ENTRADA,41,4193.98
1134,2026-01-10,3,SKU0008,,SALIDA,65,2904.76
1135,2026-05-18,1,SKU0011,,SALIDA,37,3312.49
1136,2025-01-09,3,SKU0016,4,ENTRADA,59,2757.81
1137,2025-03-18,4,SKU0038,1,ENTRADA,7,5234.43
1138,2025-10-19,1,SKU0019,,SALIDA,73,1723.23
1139,2025-06-18,2,SKU0031,,SALIDA,22,2357.52
1140,2024-07-02,2,SKU0011,,SALIDA,65,2898.2
1141,2024-09-06,4,SKU0030,9,ENTRADA,21,2186.97
1142,2026-03-24,5,SKU0012,,SALIDA,68,1830.82
1143,2024-08-07,5,SKU0036,7,ENTRADA,76,13611.19
1144,2024-07-24,3,SKU0038,,AJUSTE,46,6144.82
1145,2026-02-24,3,SKU0025,,AJUSTE,75,4507.55
1146,2026-04-08,3,SKU0038,,SALIDA,51,6575.15
1147,2026-04-07,3,SKU0019,,SALIDA,33,2110.47
1148,2026-06-09,2,SKU0010,,AJUSTE,1,5560.34
1149,2026-07-27,3,SKU0005,2,ENTRADA,39,6557.67
1150,2025-05-03,4,SKU0034,,SALIDA,69,2025.06
1151,2025-07-22,4,SKU0017,1,ENTRADA,9,9138.42
1152,2024-11-21,4,SKU0031,,AJUSTE,88,1981.86
1153,2024-03-21,1,SKU0003,,SALIDA,49,1408.63
1154,2024-04-25,5,SKU0003,1,ENTRADA,55,1425.64
1155,2025-12-23,3,SKU0042,5,ENTRADA,96,6216.86
1156,2025-05-26,1,SKU0033,9,ENTRADA,89,2049.92
1157,2024-12-27,4,SKU0005,,SALIDA,92,4340.63
1158,2024-05-28,4,SKU0041,8,ENTRADA,35,6211.9
1159,2025-10-28,1,SKU0028,1,ENTRADA,14,1993.07
1160,2024-04-27,3,SKU0015,1,ENTRADA,96,3237.33
1161,2025-09-25,2,SKU0040,5,ENTRADA,50,4253.23
1162,2026-05-16,4,SKU0023,,SALIDA,23,9681.01
1163,2024-12-16,2,SKU0019,,AJUSTE,92,1909.23
1164,2025-04-23,2,SKU0013,,AJUSTE,97,3055.12
1165,2025-09-22,3,SKU0033,9,ENTRADA,46,2298.14
1166,2024-12-05,4,SKU0028,,AJUSTE,66,1635.74
1167,2025-08-23,4,SKU0023,5,ENTRADA,89,8579.53
1168,2025-08-05,4,SKU0027,5,ENTRADA,54,5886.12
1169,2025-01-29,3,SKU0038,1,ENTRADA,73,5351.23
1170,2024-12-15,4,SKU0016,,SALIDA,53,2508.03
1171,2025-04-02,5,SKU0022,,SALIDA,41,1606.87
1172,2024-01-06,1,SKU0027,5,ENTRADA,29,5086.13
1173,2024-10-05,4,SKU0022,10,ENTRADA,24,1498.48
1174,2024-09-07,1,SKU0024,,AJUSTE,20,1436.67
1175,2026-01-02,4,SKU0039,8,ENTRADA,76,8751.12
1176,2025-04-10,4,SKU0010,,AJUSTE,58,6687.94
1177,2026-03-29,5,SKU0020,,SALIDA,75,1715.12
1178,2024-06-03,5,SKU0020,,SALIDA,74,1611.69
1179,2025-12-28,5,SKU0033,,SALIDA,95,1975.29
1180,2026-04-28,4,SKU0037,7,ENTRADA,8,10996.14
1181,2025-05-05,1,SKU0032,,SALIDA,91,1979.76
1182,2025-01-23,2,SKU0037,7,ENTRADA,98,10221.9
1183,2024-12-05,1,SKU0037,,SALIDA,33,8822.43
1184,2025-07-23,1,SKU0001,2,ENTRADA,62,2485.89
1185,2024-07-18,1,SKU0038,1,ENTRADA,63,5213.15
1186,2025-09-13,5,SKU0007,6,ENTRADA,74,3861.53
1187,2026-03-30,2,SKU0028,,SALIDA,88,2279.06
1188,2026-04-13,3,SKU0034,,SALIDA,29,2493.61
1189,2024-06-09,4,SKU0001,2,ENTRADA,23,2236.41
1190,2025-07-12,2,SKU0027,,SALIDA,54,5990.04
1191,2024-10-23,3,SKU0042,,SALIDA,59,6247.43
1192,2026-05-05,3,SKU0040,5,ENTRADA,99,4197.48
1193,2024-04-01,1,SKU0020,5,ENTRADA,39,1669.74
1194,2024-03-30,2,SKU0003,1,ENTRADA,61,1299.43
1195,2024-01-23,2,SKU0014,,SALIDA,99,3732.09
1196,2025-06-13,3,SKU0029,,SALIDA,27,4687.52
1197,2024-02-07,2,SKU0021,10,ENTRADA,44,2727.68
1198,2025-08-21,1,SKU0006,,AJUSTE,66,1720.25
1199,2025-03-11,1,SKU0010,6,ENTRADA,70,5121.15
1200,2025-08-28,5,SKU0028,,SALIDA,65,2152.2
1201,2026-05-20,2,SKU0027,5,ENTRADA,72,6169.68
1202,2025-07-23,1,SKU0042,5,ENTRADA,13,7356.66
1203,2025-07-16,5,SKU0011,1,ENTRADA,60,3008.02
1204,2026-07-31,1,SKU0039,8,ENTRADA,82,9549.57
1205,2025-05-13,4,SKU0025,5,ENTRADA,51,5067.39
1206,2026-02-02,3,SKU0040,,SALIDA,23,4071.4
1207,2025-01-30,2,SKU0042,5,ENTRADA,54,7995.58
1208,2024-09-09,5,SKU0021,,AJUSTE,36,2345.58
1209,2026-01-30,2,SKU0013,,SALIDA,79,2911.22
1210,2025-12-28,5,SKU0012,,SALIDA,4,1612.17
1211,2024-11-21,3,SKU0032,9,ENTRADA,45,2097.42
1212,2025-05-06,1,SKU0013,5,ENTRADA,20,3356.68
1213,2025-06-16,2,SKU0022,,SALIDA,89,1724.81
1214,2025-03-04,1,SKU0029,,AJUSTE,81,4143.69
1215,2025-06-09,1,SKU0016,,SALIDA,52,2601.06
1216,2025-11-03,1,SKU0036,,SALIDA,9,12365.95
1217,2026-04-04,3,SKU0026,8,ENTRADA,37,4607.0
1218,2026-03-02,3,SKU0040,,AJUSTE,78,3527.81
1219,2025-09-20,2,SKU0023,,AJUSTE,65,8336.41
1220,2024-07-07,2,SKU0033,9,ENTRADA,92,1750.78
1221,2025-06-20,3,SKU0008,,AJUSTE,60,2681.04
1222,2025-04-19,3,SKU0027,,AJUSTE,12,5572.73
1223,2024-07-22,4,SKU0006,,SALIDA,57,1455.41
1224,2026-06-22,2,SKU0023,,AJUSTE,22,11089.33
1225,2025-10-31,1,SKU0025,,AJUSTE,84,4585.91
1226,2026-07-07,5,SKU0018,10,ENTRADA,17,3080.83
1227,2025-12-30,3,SKU0036,,AJUSTE,100,13099.96
1228,2025-05-23,3,SKU0017,,SALIDA,62,10070.07
1229,2025-01-23,4,SKU0027,5,ENTRADA,93,6754.42
1230,2024-09-04,5,SKU0035,,SALIDA,44,10058.5
1231,2025-05-27,1,SKU0002,,AJUSTE,12,3206.12
1232,2024-03-16,3,SKU0039,,SALIDA,96,8367.23
1233,2025-02-03,2,SKU0013,5,ENTRADA,73,3343.56
1234,2024-02-22,5,SKU0024,8,ENTRADA,50,1636.25
1235,2024-08-21,5,SKU0008,,SALIDA,12,2265.3
1236,2026-05-21,1,SKU0030,,SALIDA,50,2313.42
1237,2025-01-26,2,SKU0021,,SALIDA,5,2833.49
1238,2025-05-11,5,SKU0032,9,ENTRADA,57,1933.49
1239,2025-04-27,1,SKU0009,1,ENTRADA,82,2527.23
1240,2024-02-26,5,SKU0036,7,ENTRADA,9,11573.61
1241,2026-07-17,5,SKU0037,,SALIDA,51,12788.62
1242,2024-12-21,2,SKU0028,,SALIDA,21,2142.67
1243,2025-12-07,4,SKU0013,5,ENTRADA,38,3418.61
1244,2025-06-26,2,SKU0033,,SALIDA,47,2124.25
1245,2026-03-20,4,SKU0001,2,ENTRADA,75,2973.46
1246,2026-03-25,3,SKU0001,,SALIDA,85,3174.26
1247,2024-10-23,3,SKU0032,9,ENTRADA,76,1957.98
1248,2025-07-17,1,SKU0031,,SALIDA,34,2167.35
1249,2024-07-16,2,SKU0029,,AJUSTE,32,3504.11
1250,2025-10-26,5,SKU0017,1,ENTRADA,76,10386.53
1251,2025-01-30,3,SKU0022,,SALIDA,71,1906.13
1252,2025-10-26,2,SKU0032,9,ENTRADA,97,2079.54
1253,2026-03-25,4,SKU0033,,AJUSTE,16,2021.86
1254,2025-06-22,3,SKU0011,1,ENTRADA,13,2684.54
1255,2025-02-10,2,SKU0038,,SALIDA,54,5151.23
1256,2026-05-21,4,SKU0018,,AJUSTE,7,3195.87
1257,2025-06-22,3,SKU0037,,AJUSTE,7,10084.32
1258,2025-01-18,3,SKU0006,,SALIDA,16,1790.99
1259,2026-04-20,4,SKU0039,8,ENTRADA,6,8437.75
1260,2025-05-26,1,SKU0038,1,ENTRADA,58,5297.75
1261,2025-05-22,3,SKU0033,,SALIDA,51,2137.99
1262,2025-09-11,3,SKU0015,,SALIDA,37,3233.53
1263,2025-06-09,5,SKU0026,8,ENTRADA,74,4029.61
1264,2024-06-08,5,SKU0003,,AJUSTE,36,1256.04
1265,2024-07-07,5,SKU0007,,AJUSTE,41,3696.32
1266,2024-04-01,4,SKU0025,5,ENTRADA,68,4097.27
1267,2025-10-17,2,SKU0007,6,ENTRADA,45,3287.3
1268,2024-08-27,3,SKU0035,7,ENTRADA,46,10073.17
1269,2024-07-30,1,SKU0007,,AJUSTE,84,2791.85
1270,2025-01-27,5,SKU0023,,SALIDA,96,7712.68
1271,2025-12-17,2,SKU0019,,AJUSTE,37,1575.31
1272,2024-05-17,3,SKU0012,,AJUSTE,58,1416.01
1273,2024-09-17,1,SKU0038,1,ENTRADA,98,5845.86
1274,2026-03-05,5,SKU0016,,AJUSTE,91,2749.99
1275,2025-12-19,4,SKU0027,,SALIDA,56,5182.47
1276,2025-05-21,4,SKU0041,8,ENTRADA,94,6350.76
1277,2025-05-19,1,SKU0021,10,ENTRADA,100,3033.17
1278,2024-08-26,1,SKU0020,5,ENTRADA,73,1546.47
1279,2024-07-02,5,SKU0031,9,ENTRADA,69,2055.13
1280,2026-03-23,2,SKU0019,10,ENTRADA,68,1709.95
1281,2024-01-27,4,SKU0013,5,ENTRADA,21,3096.52
1282,2024-02-22,2,SKU0037,,AJUSTE,88,10920.97
1283,2025-08-13,2,SKU0001,,SALIDA,97,2568.14
1284,2024-07-02,2,SKU0033,9,ENTRADA,61,1780.89
1285,2025-10-04,5,SKU0020,5,ENTRADA,71,1537.85
1286,2024-02-17,2,SKU0015,1,ENTRADA,10,3562.71
1287,2025-08-11,4,SKU0033,9,ENTRADA,44,2135.77
1288,2024-03-08,4,SKU0029,,SALIDA,64,3498.63
1289,2024-10-18,5,SKU0009,,AJUSTE,78,1961.65
1290,2024-07-23,2,SKU0003,1,ENTRADA,20,1443.49
1291,2026-06-29,3,SKU0029,,SALIDA,35,4008.23
1292,2025-09-06,5,SKU0033,9,ENTRADA,31,2297.82
1293,2025-08-03,2,SKU0001,,SALIDA,2,2565.02
1294,2024-01-23,5,SKU0032,,SALIDA,15,2073.67
1295,2025-12-18,2,SKU0042,,SALIDA,98,7229.73
1296,2025-11-02,4,SKU0012,,SALIDA,44,1575.29
